"","...1","gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","('blitz', 'mean')","('blitz_class', '')","('npos_list', '')","('stunt', '')","('stunt_class', '')","('4manfront', '')","epa"
"3617",3616,2021100303,606,"(6:01) S.Darnold pass short left to Dj.Moore pushed ob at DAL 40 for 9 yards (T.Diggs).",1,1,10,"CAR","DAL","DAL",49,06:01:00,7,0,"C",NA,9,9,NA,NA,NA,NA,NA,NA,59,"SINGLEBACK","2 RB, 1 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,0.800520504941233
"3618",3617,2021100303,656,"(4:45) (Shotgun) S.Darnold pass short middle to Dj.Moore to DAL 9 for 29 yards (J.Kearse).",1,1,10,"CAR","DAL","DAL",38,04:45:00,7,0,"C",NA,29,29,NA,NA,NA,NA,NA,NA,48,"EMPTY","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,1.84659812634345
"3619",3618,2021100303,701,"(3:09) (Shotgun) S.Darnold pass short right to Dj.Moore pushed ob at DAL 1 for 9 yards (L.Vander Esch) [O.Odighizuwa].",1,2,10,"CAR","DAL","DAL",10,03:09:00,7,0,"C",NA,9,9,NA,NA,NA,NA,NA,NA,20,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,1.10771065147128
"3620",3619,2021100303,783,"(2:41) (Shotgun) D.Prescott pass incomplete short left to C.Lamb (D.Jackson).",1,1,10,"DAL","CAR","DAL",25,02:41:00,7,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,3,0,-0.608240122441202
"3621",3620,2021100303,805,"(2:36) (Shotgun) D.Prescott pass short right to D.Schultz to DAL 37 for 12 yards (S.Thompson, S.Chandler). FUMBLES (S.Chandler), RECOVERED by CAR-B.Burns at DAL 40. The Replay Official reviewed the runner was not down by contact ruling, and the play was REVERSED. (Shotgun) D.Prescott pass short right to D.Schultz to DAL 37 for 12 yards (S.Thompson).",1,2,10,"DAL","CAR","DAL",25,02:36:00,7,7,"C",NA,12,12,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",1,2,"[1, 1, 1, 1, 1]",0,0,0,1.36825228086673
"3622",3621,2021100303,933,"(1:47) (Shotgun) D.Prescott pass short right to D.Schultz to DAL 46 for 10 yards (J.Chinn).",1,2,11,"DAL","CAR","DAL",36,01:47:00,7,7,"C",NA,10,10,NA,NA,NA,NA,NA,NA,46,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.89412039751187
"3623",3622,2021100303,1002,"(:57) (Shotgun) D.Prescott scrambles left end ran ob at CAR 33 for 21 yards (J.Chinn).",1,4,1,"DAL","CAR","DAL",46,00:57:00,7,7,"R",NA,21,21,NA,NA,NA,NA,NA,NA,56,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"5 DL, 1 LB, 5 DB","SCRAMBLE",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,3.4881258981768
"3624",3623,2021100303,1072,"(15:00) D.Prescott pass short right to A.Cooper to CAR 18 for 14 yards (A.Bouye).",2,2,9,"DAL","CAR","CAR",32,15:00:00,7,7,"C",NA,14,14,NA,NA,NA,NA,NA,NA,42,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,1.3869516128907
"3625",3624,2021100303,1096,"(14:16) (Shotgun) D.Prescott pass short middle to B.Jarwin for 18 yards, TOUCHDOWN.",2,1,10,"DAL","CAR","CAR",18,14:16:00,7,7,"C",NA,18,18,NA,NA,NA,NA,NA,NA,28,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"5 DL, 1 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,1.98999803105835
"3626",3625,2021100303,1233,"(14:09) (Shotgun) S.Darnold pass short right to C.Hubbard to CAR 23 for 3 yards (A.Brown).",2,1,15,"CAR","DAL","CAR",20,14:09:00,13,7,"C",NA,3,3,NA,NA,NA,NA,NA,NA,30,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,1,1,-0.370686257723719
"3627",3626,2021100303,1257,"(13:22) (Shotgun) S.Darnold pass incomplete deep left to R.Anderson [O.Odighizuwa]. Pass was caught out of bounds. Penalty on CAR-C.Erving, Face Mask (15 Yards), declined.",2,2,12,"CAR","DAL","CAR",23,13:22:00,13,7,"I",0,0,0,"Face Mask (15 Yards)",42362,NA,NA,NA,NA,33,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",1,6,0,-0.805986893363297
"3628",3627,2021100303,1294,"(13:16) (Shotgun) S.Darnold pass short left to R.Anderson to CAR 36 for 13 yards (A.Brown).",2,3,12,"CAR","DAL","CAR",23,13:16:00,13,7,"C",NA,13,13,NA,NA,NA,NA,NA,NA,33,"EMPTY","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[2, 1, 1, 1, 1, 1, 1, 1]",0,0,0,2.62600583396852
"3629",3628,2021100303,1339,"(11:55) S.Darnold pass incomplete deep left to T.Tremble. Pass incomplete on a deep go route.",2,2,11,"CAR","DAL","CAR",35,11:55:00,13,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,45,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.793992314487696
"3630",3629,2021100303,1365,"(11:49) (Shotgun) S.Darnold scrambles up the middle to CAR 49 for 14 yards (T.Diggs).",2,3,11,"CAR","DAL","CAR",35,11:49:00,13,7,"R",NA,14,14,NA,NA,NA,NA,NA,NA,45,"EMPTY","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","SCRAMBLE",0,"Cover-1","Man",1,10,"[2, 2, 1, 1]",1,3,0,2.48300652531907
"3631",3630,2021100303,1452,"(9:01) (Shotgun) S.Darnold pass short left to Dj.Moore to DAL 29 for 5 yards (T.Diggs).",2,2,4,"CAR","DAL","DAL",34,09:01:00,13,7,"C",NA,5,5,NA,NA,NA,NA,NA,NA,76,"EMPTY","2 RB, 1 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,0.544228561338969
"3632",3631,2021100303,1476,"(8:22) S.Darnold pass short right to R.Smith pushed ob at DAL 12 for 17 yards (J.Lewis). Penalty on DAL-T.Diggs, Defensive Holding, declined.",2,1,10,"CAR","DAL","DAL",29,08:22:00,13,7,"C",0,17,17,"Defensive Holding",52459,NA,NA,NA,NA,81,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","SCRAMBLE",1,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,0.975794144731481
"3633",3632,2021100303,1599,"(7:02) (Shotgun) D.Prescott pass incomplete short left to C.Lamb. PENALTY on CAR-D.Jackson, Defensive Pass Interference, 6 yards, enforced at DAL 25 - No Play.",2,1,10,"DAL","CAR","DAL",25,07:02:00,13,14,"I",6,0,6,"Defensive Pass Interference",46124,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB",NA,0,"Cover-3","Zone",1,10,"[2, 1, 2, 1, 1]",1,0,0,0.340909464284778
"3634",3633,2021100303,1751,"(4:31) (No Huddle, Shotgun) D.Prescott pass incomplete short left to B.Jarwin.",2,3,3,"DAL","CAR","CAR",49,04:31:00,13,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,59,"EMPTY","1 RB, 2 TE, 2 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",1,1,"[1, 3, 1, 1]",0,0,0,-1.72681680973619
"3635",3634,2021100303,1824,"(3:53) (Shotgun) S.Darnold pass short right to Dj.Moore to CAR 15 for 8 yards (J.Lewis; L.Vander Esch) [R.Gregory].",2,2,12,"CAR","DAL","CAR",7,03:53:00,13,14,"C",NA,8,8,NA,NA,NA,NA,NA,NA,17,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,1,1,0.470472342334688
"3636",3635,2021100303,1848,"(3:07) (Shotgun) S.Darnold pass short left to R.Anderson pushed ob at CAR 20 for 5 yards (J.Kearse).",2,3,4,"CAR","DAL","CAR",15,03:07:00,13,14,"C",NA,5,5,NA,NA,NA,NA,NA,NA,25,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,1.20696931355633
"3637",3636,2021100303,1915,"(2:00) (Shotgun) S.Darnold sacked at CAR 16 for -6 yards (R.Gregory).",2,2,8,"CAR","DAL","CAR",22,02:00:00,13,14,"S",NA,-6,-6,NA,NA,NA,NA,NA,NA,32,"EMPTY","2 RB, 1 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,3,1,-0.960410631960258
"3638",3637,2021100303,1951,"(1:56) (Shotgun) S.Darnold pass short right to I.Thomas to CAR 25 for 9 yards (A.Brown).",2,3,14,"CAR","DAL","CAR",16,01:56:00,13,14,"C",NA,9,9,NA,NA,NA,NA,NA,NA,26,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,4,1,-0.238163765170611
"3639",3638,2021100303,2022,"(1:40) (Shotgun) D.Prescott pass short right to A.Cooper to CAR 48 for 20 yards (S.Chandler; S.Thompson).",2,1,10,"DAL","CAR","DAL",32,01:40:00,13,14,"C",NA,20,20,NA,NA,NA,NA,NA,NA,78,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Quarters","Zone",1,1,"[3, 1, 1, 1, 1]",0,0,0,0.813378178630956
"3640",3639,2021100303,2046,"(1:08) (No Huddle, Shotgun) D.Prescott pass incomplete short right to E.Elliott.",2,1,10,"DAL","CAR","CAR",48,01:08:00,13,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,58,"EMPTY","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-0.380108094424941
"3641",3640,2021100303,2068,"(1:03) (Shotgun) D.Prescott pass incomplete short right to C.Lamb (B.Burns).",2,2,10,"DAL","CAR","CAR",48,01:03:00,13,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,58,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-0","Man",1,1,"[1, 1, 1, 1, 1, 1, 3]",1,13,0,-0.343092053022701
"3642",3641,2021100303,2090,"(:59) (Shotgun) D.Prescott pass incomplete short left to B.Jarwin [S.Franklin].",2,3,10,"DAL","CAR","CAR",48,00:59:00,13,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,58,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-0","Man",1,4,"[1, 1, 1, 1, 1, 1, 1]",1,13,0,-1.32185478060273
"3643",3642,2021100303,2131,"(:48) (Shotgun) S.Darnold sacked at CAR 5 for -7 yards (T.Basham).",2,1,10,"CAR","DAL","CAR",12,00:48:00,13,14,"S",NA,-7,-7,NA,NA,NA,NA,NA,NA,22,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.341513981402386
"3644",3643,2021100303,2254,"(14:32) (Shotgun) S.Darnold pass short left to Dj.Moore to DAL 39 for 39 yards (D.Kazee).",3,1,13,"CAR","DAL","CAR",22,14:32:00,13,14,"C",NA,39,39,NA,NA,NA,NA,NA,NA,32,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,15,0,3.07426520925947
"3645",3644,2021100303,2299,"(13:03) (Shotgun) S.Darnold pass incomplete deep right to T.Marshall.",3,2,7,"CAR","DAL","DAL",36,13:03:00,13,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.797857003286481
"3646",3645,2021100303,2321,"(12:58) (Shotgun) S.Darnold pass incomplete short left to Dj.Moore [J.Kearse].",3,3,7,"CAR","DAL","DAL",36,12:58:00,13,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,3,"[1, 1, 1, 1, 1, 1]",0,0,0,-1.14213139706589
"3647",3646,2021100303,2426,"(10:56) (Shotgun) D.Prescott pass deep right to A.Cooper for 35 yards, TOUCHDOWN.",3,1,10,"DAL","CAR","CAR",35,10:56:00,13,14,"C",NA,35,35,NA,NA,NA,NA,NA,NA,45,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[2, 1, 2, 1, 1]",1,0,0,3.02101722650696
"3648",3647,2021100303,2503,"(10:06) (Shotgun) S.Darnold pass incomplete short left to T.Marshall.",3,2,7,"CAR","DAL","CAR",28,10:06:00,20,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,38,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,10,"[2, 1, 1, 1]",0,0,0,-0.764194183517247
"3649",3648,2021100303,2525,"(10:01) (Shotgun) S.Darnold sacked at CAR 22 for -6 yards (sack split by C.Golston and O.Odighizuwa).",3,3,7,"CAR","DAL","CAR",28,10:01:00,20,14,"S",NA,-6,-6,NA,NA,NA,NA,NA,NA,38,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,-2.04657862149179
"3650",3649,2021100303,2587,"(8:34) (Shotgun) D.Prescott pass short right to C.Lamb to DAL 47 for 7 yards (S.Franklin).",3,2,4,"DAL","CAR","DAL",40,08:34:00,20,14,"C",NA,7,7,NA,NA,NA,NA,NA,NA,70,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-3","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.645097398199141
"3651",3650,2021100303,2637,"(7:24) D.Prescott pass short right to D.Schultz for 6 yards, TOUCHDOWN.",3,1,6,"DAL","CAR","CAR",6,07:24:00,20,14,"C",NA,6,6,NA,NA,NA,NA,NA,NA,16,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"5 DL, 1 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",1,"Cover-0","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,1.10108260501875
"3652",3651,2021100303,2662,"TWO-POINT CONVERSION ATTEMPT. D.Prescott pass to C.Lamb is incomplete. ATTEMPT FAILS.",3,0,0,"DAL","CAR","CAR",2,07:21:00,26,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,12,"SHOTGUN","1 RB, 1 TE, 3 WR",8,"5 DL, 1 LB, 5 DB",NA,1,"Cover-0","Man",1,5,"[1, 1, 1, 1, 1]",0,0,0,-0.947
"3653",3652,2021100303,2691,"(7:21) S.Darnold pass incomplete short right to Dj.Moore.",3,1,10,"CAR","DAL","CAR",25,07:21:00,26,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,35,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,-0.59573548194021
"3654",3653,2021100303,2713,"(7:16) S.Darnold pass short right to R.Anderson ran ob at CAR 34 for 9 yards.",3,2,10,"CAR","DAL","CAR",25,07:16:00,26,14,"C",NA,9,9,NA,NA,NA,NA,NA,NA,35,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","SCRAMBLE",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.795562909450382
"3655",3654,2021100303,2881,"(3:48) (Shotgun) S.Darnold pass short middle intended for R.Anderson INTERCEPTED by T.Diggs [R.Gregory] at DAL 40. T.Diggs to CAR 37 for 23 yards (R.Smith; Dj.Moore).",3,3,5,"CAR","DAL","CAR",45,03:48:00,26,14,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,55,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,-5.00824335648213
"3656",3655,2021100303,2949,"(2:23) (Shotgun) D.Prescott pass short right to C.Wilson for 23 yards, TOUCHDOWN.",3,2,10,"DAL","CAR","CAR",23,02:23:00,26,14,"C",NA,23,23,NA,NA,NA,NA,NA,NA,33,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",1,10,"[1, 2, 1, 2, 1]",1,10,0,2.40799297264311
"3657",3656,2021100303,3026,"(1:35) S.Darnold pass incomplete deep left to R.Anderson (A.Brown).",3,2,3,"CAR","DAL","CAR",32,01:35:00,33,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,42,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,-0.855438971426338
"3658",3657,2021100303,3048,"(1:28) (Shotgun) S.Darnold pass short left intended for Dj.Moore INTERCEPTED by T.Diggs at CAR 29. T.Diggs to CAR 29 for no gain (Dj.Moore).",3,3,3,"CAR","DAL","CAR",32,01:28:00,33,14,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,42,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,-5.03195151191903
"3659",3658,2021100303,3219,"(14:56) (Shotgun) S.Darnold sacked at CAR 17 for -8 yards (M.Parsons).",4,1,10,"CAR","DAL","CAR",25,14:56:00,36,14,"S",NA,-8,-8,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,5,"[1, 1, 1, 1, 1, 1, 1, 2, 1]",0,0,0,-1.72484356863424
"3660",3659,2021100303,3238,"(14:13) (Shotgun) S.Darnold pass short right to R.Smith to CAR 32 for 15 yards (M.Parsons).",4,2,18,"CAR","DAL","CAR",17,14:13:00,36,14,"C",NA,15,15,NA,NA,NA,NA,NA,NA,93,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",1,3,1,1.28058770368807
"3661",3660,2021100303,3262,"(13:29) (Shotgun) S.Darnold pass short left to T.Marshall to CAR 34 for 2 yards (J.Lewis).",4,3,3,"CAR","DAL","CAR",32,13:29:00,36,14,"C",NA,2,2,NA,NA,NA,NA,NA,NA,78,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",0,0,0,-0.913716766051948
"3662",3661,2021100303,3335,"(12:02) (Shotgun) S.Darnold pass incomplete short middle to T.Tremble (D.Kazee). PENALTY on DAL-D.Kazee, Unnecessary Roughness, 15 yards, enforced at CAR 36 - No Play.",4,1,10,"CAR","DAL","CAR",36,12:02:00,36,14,"I",15,0,15,"Unnecessary Roughness",44962,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB",NA,0,"Cover-2","Zone",1,10,"[2, 1, 1]",0,0,0,0.921722304541618
"3663",3662,2021100303,3392,"(11:14) (Shotgun) S.Darnold pass short middle to R.Smith to DAL 34 for 4 yards (L.Vander Esch).",4,1,10,"CAR","DAL","DAL",38,11:14:00,36,14,"C",NA,4,4,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",1,5,"[1, 1, 2, 1, 1]",0,0,0,-0.184558472596109
"3664",3663,2021100303,3416,"(10:44) (No Huddle, Shotgun) S.Darnold pass short middle to R.Smith to DAL 27 for 7 yards (L.Vander Esch).",4,2,6,"CAR","DAL","DAL",34,10:44:00,36,14,"C",NA,7,7,NA,NA,NA,NA,NA,NA,44,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.892696439754218
"3665",3664,2021100303,3440,"(10:19) (No Huddle, Shotgun) S.Darnold pass short right to R.Anderson to DAL 14 for 13 yards (A.Brown).",4,1,10,"CAR","DAL","DAL",27,10:19:00,36,14,"C",NA,13,13,NA,NA,NA,NA,NA,NA,37,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",0,0,1,0.720819749811199
"3666",3665,2021100303,3464,"(9:42) (No Huddle, Shotgun) S.Darnold pass short left to B.Zylstra pushed ob at DAL 6 for 8 yards (M.Canady, D.Kazee).",4,1,10,"CAR","DAL","DAL",14,09:42:00,36,14,"C",NA,8,8,NA,NA,NA,NA,NA,NA,24,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",0,0,1,0.412956222600769
"3667",3666,2021100303,3493,"(9:05) (Shotgun) S.Darnold pass short left to Dj.Moore for 6 yards, TOUCHDOWN.",4,2,2,"CAR","DAL","DAL",6,09:05:00,36,14,"C",NA,6,6,NA,NA,NA,NA,NA,NA,16,"EMPTY","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","SCRAMBLE",0,"Red Zone","Other",0,0,"[1, 1, 1, 1]",0,0,1,1.47933369351085
"3668",3667,2021100303,3612,"(7:05) (Shotgun) D.Prescott pass incomplete deep left to C.Lamb.",4,3,3,"DAL","CAR","DAL",42,07:05:00,36,21,"I",NA,0,0,NA,NA,NA,NA,NA,NA,52,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",1,2,"[1, 1, 1, 1, 1]",1,2,0,-1.63804123457521
"3669",3668,2021100303,3678,"(6:49) (Shotgun) S.Darnold pass short left to R.Smith to CAR 25 for 5 yards (J.Kearse).",4,1,10,"CAR","DAL","CAR",20,06:49:00,36,21,"C",NA,5,5,NA,NA,NA,NA,NA,NA,90,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Quarters","Zone",0,0,"[1, 1, 1, 1]",1,4,1,-0.0865030703134835
"3670",3669,2021100303,3703,"(6:23) (No Huddle, Shotgun) S.Darnold pass short left to I.Thomas pushed ob at CAR 30 for 5 yards (A.Brown).",4,2,5,"CAR","DAL","CAR",25,06:23:00,36,21,"C",NA,5,5,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,0,0,0.502673588925973
"3671",3670,2021100303,3727,"(5:50) (Shotgun) S.Darnold pass incomplete short left to R.Anderson (A.Brown).",4,1,10,"CAR","DAL","CAR",30,05:50:00,36,21,"I",NA,0,0,NA,NA,NA,NA,NA,NA,80,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",0,0,"[1, 1, 1, 1]",1,3,1,-0.506695226533338
"3672",3671,2021100303,3749,"(5:44) (Shotgun) S.Darnold scrambles right end ran ob at CAR 37 for 7 yards (C.Golston).",4,2,10,"CAR","DAL","CAR",30,05:44:00,36,21,"R",NA,7,7,NA,NA,NA,NA,NA,NA,80,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 2 LB, 6 DB","SCRAMBLE",0,"Cover-1","Man",1,10,"[1, 1, 2, 2, 1]",1,9,0,0.061735259834677
"3673",3672,2021100303,3823,"(5:00) (Shotgun) S.Darnold pass incomplete deep left to R.Anderson.",4,3,8,"CAR","DAL","CAR",32,05:00:00,36,21,"I",NA,0,0,NA,NA,NA,NA,NA,NA,78,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",1,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,4,0,-1.04775832407176
"3674",3673,2021100303,3857,"(4:54) (Shotgun) S.Darnold pass short left to B.Zylstra pushed ob at DAL 13 for 55 yards (A.Brown).",4,4,8,"CAR","DAL","CAR",32,04:54:00,36,21,"C",NA,55,55,NA,NA,NA,NA,NA,NA,78,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",1,5,"[1, 2, 1, 1, 1]",1,9,0,5.58420510089491
